title,text,rating
Pay more for batteries that'll actually last!,"Now I know why these are so inexpensive! I'm baffled as to how they've earned such high reviews. I've used them in a variety of devices portable LED lights that I utilize maybe once every two months for events, in a battery-operated soap-dispenser, in tap lights in a closet/hallway, in toys... In the soap-dispenser, they lasted three weeks. I thought the dispenser must be faulty, switched them out. Next set of these batteries lasted a week. In the LED lights, the batteries lasted five hours. Less in the toys and tap lights. At this rate, I'll have used the whole box of 20 batteries in less than 6 months. What a wasteful, useless product!",1
love to read and get free books,I love to read and have other tablets but the kindle fire is light weight and was easy to set up There are alot of books and audio products that you can buy and get for free.,5
Great tablet,I bought two of these for two of my children. The parental controls are great and I can easily control their access to content. The ability to make them do something educational like read for 30 min before playing games is awesome. This tablet does everything I wanted it to do.,5
Good but has kinks,I bought 2 for my kids and got a great discount but the one my daughter uses has gave us a little trouble from the start,3
I bought these in April so they should still all be good and I'm finding I need to throw most of ...,Out of every package so far only 2 batteries are working. I bought these in April so they should still all be good and I'm finding I need to throw most of them away. I wish I could still return them.,1
Disappointed,"Worked for one day, then stopped working. Can't tell if it deterred any cats because it only went off when I walked by, but didn't register the cats when they jumped on the counter.Would not recommend.",1
Excellent ... will buy again,Excellent for the price. I usually buy Duracell for the guys and their video game controllers -- these last just as long and saved us some .. came in a box that was great for storage and batteries were also vacuum packed by 4's inside the cardboard box. Will buy again,5
I do not recommend,I DO NOT recommend purchasing these batteries they barely last 24 hrs in what lasts 2 weeks with Costco or Duracell or Energizer brands.,1
Limited but Good,"I bought this for my daughter. It's a little limited in what it can do, but she loves it. She's a little too young to understand the games, but she loves watching cartoons on it.",5
"Great tablet, just not for my daughter","Tablet is great. I am trying to get my daughter use to the kindle. We started her at 10 months on an Ipad and thought it would be easier to get one her own tablet now that she is almost 2. Not so, she is struggling to navigate in the kindle. I am not able to transfer her games and movies.",3
Never buy again,ABSOLUTELY THE WORST BATTERIES IVE EVER USED AMAZON SHOULD BE ASHAMED TO SELL THEM,1
Disappointed,I I thought the buy For my child bc the kids mode but it was very poor,1
A cheap tablet,I was hoping to use Google launcher with this tablet but it is really locked down and you cannot change the launcher or the lock screen. Still cheap and fine for watching movies.,3
One Star,The capacity is suspect. I seem to have gotten a lot more out of Energizer.,1
Junk batteries,"Batteries used in fire remote, lasted maybe a week and then died",1
Excellent Value!,These work perfectly in every application I've needed them for. They have so far lasted just as long as the copper tops I usually buy at a significant price savings.,5
One Star,they let for about 5 recharges,1
Significantly improved,"This product is significantly improved over my previously owned first generation Kindle and first generation Fire. The resolution is better, the programmable features are more numerous and the response is quicker.",5
